,acousticness,danceability,duration_ms,energy,if_liked,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
I Found Love,0.37,0.806,196701,0.385,1,0.000151,1,0.265,-10.494,0,0.0686,118.012,4,0.457
The Shadow of Your Smile,0.941,0.464,297876,0.0358,0,0.178,7,0.0836,-20.836,0,0.0454,77.57,3,0.187
Immerge - Ceeys Rework,0.984,0.508,363548,0.381,0,0.918,10,0.075,-19.456,1,0.0736,171.005,4,0.0452
Riverbank,0.184,0.616,194000,0.794,1,8.56e-06,0,0.289,-4.761,0,0.116,119.968,4,0.407
Gravity (feat. French Horn Rebellion),0.00989,0.815,235013,0.617,1,0.0252,8,0.0975,-6.147,1,0.0486,120.056,4,0.321
Ach nie mnie jednej,0.326,0.729,335274,0.5,1,0.417,1,0.0779,-9.244,1,0.0277,100.015,4,0.0368
Sueño en Paraguay,0.137,0.794,233012,0.59,1,0.919,8,0.0771,-8.013,0,0.052,90.799,4,0.826
So Much Better - Avicii Remix,0.303,0.767,157153,0.672,0,0.331,6,0.187,-5.651,0,0.0893,109.989,4,0.241
Ultimo,0.195,0.602,259293,0.598,1,0.00925,5,0.119,-9.88,1,0.0359,87.979,4,0.581
Adore You,0.0237,0.676,207133,0.771,0,7e-06,8,0.102,-3.675,1,0.0483,99.048,4,0.569
Taro,0.776,0.357,305107,0.482,1,0.00417,5,0.0829,-10.627,1,0.0342,171.697,4,0.283
The Player,0.0306,0.651,244485,0.763,1,0.635,4,0.076,-6.087,0,0.0336,107.981,4,0.397
Voice of the Soul,0.000926,0.158,223933,0.572,0,0.893,7,0.144,-6.293,0,0.0346,79.176,3,0.347
To Bid You Farewell,0.475,0.382,654413,0.312,0,0.477,2,0.155,-11.919,1,0.0301,75.214,4,0.191
Bucovina,0.141,0.858,214435,0.942,1,0.267,7,0.321,-3.259,1,0.0487,125.003,4,0.725
Kaktus,0.219,0.756,220433,0.578,1,0.426,0,0.385,-6.197,0,0.0549,133.956,4,0.182
Bali,0.075,0.86,206118,0.678,1,0.0,7,0.105,-7.35,0,0.163,84.978,4,0.513
Soy El Diablo - Remix,0.588,0.681,193621,0.686,1,0.0,9,0.114,-6.398,0,0.0462,109.191,3,0.961
Call Me Maybe,0.0114,0.783,193400,0.58,1,2.28e-06,7,0.108,-6.548,1,0.0408,120.021,4,0.66
What's Love Got to Do with It,0.219,0.851,226880,0.406,0,6.41e-06,1,0.0853,-11.631,1,0.0661,97.84,4,0.792
Love Story,0.000264,0.628,321458,0.63,1,0.482,0,0.144,-9.221,1,0.0337,125.015,4,0.21
Punset - Solomun Remix,0.0769,0.791,526640,0.63,1,0.572,1,0.0683,-14.095,1,0.0598,124.003,4,0.599
WUJEK DOBRA RADA,0.076,0.869,173787,0.685,0,0.0,6,0.642,-5.031,0,0.285,91.997,4,0.652
Pizza,0.000408,0.381,255103,0.712,1,0.589,5,0.183,-6.9,1,0.0355,127.967,4,0.0378
Les flocons de l'été - Pierre's Other Version,0.0801,0.478,251003,0.709,1,0.0545,9,0.124,-8.622,0,0.0314,169.056,4,0.582
Zwykły,0.229,0.853,272372,0.732,1,7.52e-06,1,0.0986,-6.09,0,0.289,94.969,4,0.627
Tunnel Vision (feat. Some Kinda Wonderful),0.00399,0.545,270918,0.791,1,0.176,7,0.0697,-6.639,1,0.0545,98.046,4,0.0544
Abendpfauenauge,0.0417,0.758,570900,0.415,1,0.895,2,0.104,-10.574,1,0.0487,119.998,4,0.0925
Homeless - Joris Voorn Remix,0.00501,0.577,360947,0.862,1,0.402,6,0.112,-7.666,1,0.0367,122.988,4,0.318
Jak nikt,0.878,0.542,244147,0.468,1,0.000377,5,0.106,-12.55,1,0.144,119.892,4,0.135
Mapa naszych miejsc,0.393,0.744,198912,0.621,1,0.00113,1,0.287,-8.095,0,0.0745,83.015,4,0.764
Lean,0.0705,0.71,195600,0.798,0,0.000413,7,0.161,-4.01,0,0.0377,99.937,4,0.34
Relación - Remix,0.0337,0.793,247308,0.771,0,1.51e-06,5,0.284,-3.417,1,0.0959,171.943,4,0.835
Have A Heart,0.801,0.272,190079,0.345,0,0.00569,0,0.106,-12.255,1,0.0279,161.313,4,0.357
Play Fight (with Tinashe),0.161,0.733,194541,0.744,0,0.0,7,0.0389,-3.505,1,0.0309,93.979,4,0.667
Hunter,0.186,0.509,183229,0.712,1,0.0,7,0.102,-5.747,1,0.111,99.831,4,0.653
Overnight,0.343,0.81,219603,0.818,1,0.0548,8,0.113,-9.599,0,0.0511,119.982,4,0.887
All I Need to Get High - Ae:ther Dreaming Dub Remix,0.000117,0.734,508732,0.757,1,0.891,4,0.103,-11.997,0,0.047,125.025,4,0.0325
Stop Talking - Daddy's Groove Radio Edit,0.362,0.321,193125,0.982,1,0.929,9,0.0438,-2.621,0,0.0801,176.35,3,0.731
Big in Japan,0.069,0.748,286160,0.414,0,0.0671,2,0.336,-15.15,0,0.0405,97.646,4,0.239
"13 Preludes, Op. 32: No. 12, Allegro",0.987,0.287,179000,0.128,0,0.922,1,0.0792,-19.904,0,0.0417,110.408,5,0.0488
Take My Breath Away,0.0567,0.533,188710,0.9,1,0.0,10,0.351,-3.891,0,0.131,120.938,4,0.505
Devil in Me (feat. Joe Killington & Duane Harden),0.0403,0.808,199360,0.665,1,0.0,9,0.336,-6.273,1,0.0523,119.987,4,0.633
Kto zobaczy,0.202,0.559,299344,0.494,1,0.000275,6,0.22,-8.164,0,0.0278,129.995,3,0.265
Freak,0.18,0.679,160476,0.867,1,0.0,11,0.667,-3.867,0,0.219,125.988,4,0.597
hot coffee,0.813,0.739,174560,0.578,1,0.0,0,0.11,-8.561,0,0.23,143.953,4,0.5
Highway Jones,0.00279,0.611,312200,0.675,0,0.00628,11,0.238,-10.327,1,0.0379,127.748,4,0.606
Solitary Ground,0.08,0.481,264133,0.394,0,0.0122,5,0.163,-10.841,0,0.0302,108.064,3,0.0861
Theme for Maxine,0.611,0.397,435040,0.329,0,0.84,5,0.207,-13.317,1,0.0398,166.831,3,0.462
Tiempo Atrás,0.339,0.463,225524,0.634,0,3.35e-05,6,0.213,-8.828,0,0.0417,155.943,3,0.43
Serifos,0.0204,0.652,188160,0.977,1,0.911,2,0.351,-5.719,0,0.0827,124.952,4,0.0488
Jutro,0.629,0.899,162831,0.52,1,0.0,6,0.0575,-11.19,1,0.333,95.982,4,0.787
You'll Be Sorry,0.0696,0.731,210483,0.743,0,0.0045,11,0.0796,-11.783,0,0.0506,88.049,4,0.97
Mała - Dendix Remix,0.0407,0.859,236760,0.527,0,0.000314,2,0.125,-7.379,1,0.211,136.021,4,0.85
DROGA,0.0901,0.758,467680,0.53,1,0.754,9,0.0795,-10.697,0,0.0367,128.98,4,0.278
Cutting Shapes,0.0249,0.712,179048,0.913,1,0.0,0,0.0939,-3.867,1,0.218,125.901,4,0.569
Sticks & Stones,0.288,0.573,263607,0.796,1,0.00986,11,0.369,-6.695,0,0.0659,121.955,4,0.344
Avenue,0.00429,0.564,220952,0.967,1,0.772,11,0.0629,-4.849,0,0.0339,125.984,4,0.288
A la Muerte,0.767,0.861,280235,0.363,1,0.424,7,0.11,-12.593,1,0.279,84.997,4,0.371
Seven Sirens And A Silver Tear,0.984,0.628,285680,0.336,0,0.939,6,0.156,-10.147,0,0.0319,106.972,4,0.632
Ogród pełen róż,0.0233,0.728,210482,0.935,0,0.0,1,0.423,-5.233,0,0.0514,140.039,4,0.959
Ordinary Man (feat. Elton John),0.0665,0.428,301730,0.599,0,9.86e-06,4,0.137,-2.135,1,0.0286,125.83,4,0.134
A Day In The Life,0.769,0.476,354973,0.251,0,0.774,9,0.0637,-13.854,0,0.0278,98.833,4,0.37
Don't Manipulate - Acoustic Version,0.881,0.443,181346,0.191,1,2.84e-06,7,0.118,-12.033,1,0.0507,81.214,4,0.168
Nie Ogarniam,0.0113,0.764,181709,0.936,0,4.36e-06,7,0.0457,-5.987,0,0.126,160.015,4,0.905
Magnetic,0.000242,0.706,196187,0.905,1,0.524,7,0.838,-4.409,0,0.0498,124.002,4,0.176
Pra não dizer que não falei das flores,9.57e-05,0.777,339840,0.929,1,0.0265,2,0.0887,-4.508,1,0.0482,125.004,4,0.13
Cały mój świat to Ty,0.00443,0.699,222378,0.856,0,0.0135,0,0.446,-10.754,0,0.0293,142.996,4,0.818
Whisper Echo,0.123,0.869,300398,0.401,1,0.893,11,0.11,-15.778,0,0.141,120.035,4,0.543
Żyję w kraju,0.00457,0.463,282547,0.83,1,3.12e-06,4,0.131,-6.057,0,0.0432,145.094,4,0.457
Muack,0.377,0.737,212959,0.686,0,5.35e-05,4,0.125,-7.363,0,0.116,160.011,4,0.723
Fajki,0.164,0.713,244460,0.636,1,0.0,0,0.0697,-7.15,1,0.163,139.991,4,0.45
Something You Ain't Ever Had,0.0173,0.488,188002,0.781,0,0.0,9,0.208,-5.758,1,0.0446,76.971,4,0.582
Keep Pushin',0.0214,0.701,178113,0.957,1,8.07e-05,9,0.12,-2.612,1,0.261,128.029,4,0.45
I Need U,0.0524,0.637,188672,0.989,1,0.382,4,0.566,-4.295,0,0.0774,128.039,4,0.176
Spadochron,0.558,0.658,222440,0.796,1,0.0,4,0.108,-4.765,0,0.0527,175.086,4,0.721
Supersede,0.17,0.4,499200,0.53,1,0.84,7,0.0794,-12.254,1,0.0365,99.952,4,0.0382
Pocket (Radio Edit),0.277,0.582,227348,0.861,0,0.0,1,0.0558,-6.202,0,0.0642,92.047,4,0.75
Reste avec moi,0.0046,0.416,214133,0.661,1,0.00713,9,0.619,-7.579,0,0.035,148.033,4,0.288
Papa Don't Preach,0.311,0.807,345280,0.906,0,0.000791,5,0.0248,-8.973,0,0.0371,121.54,4,0.971
I Was A Fool,0.00171,0.571,203667,0.919,0,0.0,7,0.227,-6.568,1,0.0719,121.01,4,0.321
W naszym domu nie ma drzwi,0.908,0.538,372587,0.378,0,0.186,7,0.103,-11.368,1,0.0329,82.043,4,0.226
Get What You Came For,0.118,0.686,194805,0.823,1,6.06e-06,0,0.204,-5.03,1,0.0305,124.03,4,0.486
Can We Find?,0.0706,0.417,418038,0.524,1,0.852,4,0.0999,-10.003,0,0.0389,119.999,4,0.191
Geht's Noch,0.0394,0.761,182619,0.958,1,0.116,9,0.929,-4.232,1,0.0803,125.954,4,0.367
Pobite gary,0.0391,0.454,182221,0.753,0,0.000121,0,0.147,-5.417,1,0.0461,122.934,4,0.519
Melodia 5.0,0.148,0.744,393499,0.668,1,0.571,1,0.0962,-9.264,1,0.0529,123.991,4,0.486
Beneath with Me (feat. Skylar Grey),0.0648,0.388,254532,0.791,1,0.000738,2,0.167,-5.801,1,0.0414,125.778,4,0.0681
Starting Over,0.452,0.638,240413,0.538,0,0.000415,10,0.0695,-8.445,1,0.0315,89.124,4,0.318
Feel Good,0.167,0.629,181935,0.882,1,0.711,0,0.0693,-3.458,0,0.0312,123.973,4,0.324
Collide,0.0309,0.613,197590,0.701,1,0.0,9,0.419,-3.777,0,0.048,124.085,4,0.288
Pini di Roma: III. I pini del Gianicolo,0.945,0.121,420813,0.108,0,0.85,1,0.15,-23.695,0,0.0385,95.566,3,0.0377
Somewhere New (feat. M-22) - Radio Edit,0.000395,0.674,208138,0.647,1,0.00203,5,0.0696,-6.105,1,0.0474,124.048,4,0.287
You Don't Know,0.00121,0.57,191448,0.967,1,0.0867,9,0.463,-3.177,1,0.123,126.011,4,0.691
Saloniki,0.00676,0.65,211840,0.783,1,0.0,11,0.173,-4.959,0,0.035,110.039,4,0.548
"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",0.563,0.516,173173,0.745,0,0.0,2,0.275,-8.352,1,0.0774,186.004,3,0.825
Opal - Four Tet Remix,0.103,0.826,494257,0.72,1,0.773,9,0.11,-9.582,0,0.119,127.011,4,0.287
Teardrops,0.0876,0.872,228573,0.715,0,0.0706,11,0.177,-10.182,1,0.0468,133.225,4,0.967
Breaking Kind,0.126,0.458,200627,0.742,1,0.0,4,0.232,-5.125,0,0.101,94.785,4,0.248
Make You Mine,0.000989,0.715,249539,0.869,0,0.148,1,0.167,-5.634,1,0.0356,125.999,4,0.174
Tú Me Llevas,0.347,0.71,263651,0.764,1,0.687,10,0.119,-5.369,1,0.0494,127.996,4,0.369
Renegade,0.00543,0.66,191893,0.846,1,0.00207,0,0.0878,-5.299,1,0.0661,120.019,4,0.499
Is This Love - Remix,0.0242,0.815,199656,0.669,1,0.0152,6,0.311,-7.966,0,0.0355,121.984,4,0.317
House Is Fire,0.0633,0.678,212683,0.959,1,0.000269,11,0.458,-3.277,0,0.0379,122.978,4,0.0993
Follow Me,0.453,0.698,180984,0.909,1,0.00867,5,0.0966,-2.713,0,0.0336,121.987,4,0.439
The Messenger (For Piano Solo),0.993,0.29,576920,0.00339,0,0.918,0,0.065,-34.465,1,0.0549,64.651,4,0.112
Waves,0.25,0.615,203548,0.972,1,0.96,4,0.165,-3.539,0,0.0632,124.99,4,0.485
Dare To Take - feat. Mary Komasa,0.0265,0.715,292599,0.581,1,0.05,11,0.111,-10.678,0,0.0317,119.98,4,0.333
Addicted To You,0.0505,0.569,148387,0.785,1,1.12e-06,1,0.086,-4.057,0,0.0457,128.031,4,0.303
Waiting,0.00594,0.603,203050,0.931,1,0.141,8,0.257,-3.967,0,0.0722,125.021,4,0.544
Here Comes The Sun - Tom Staar Radio Edit,0.015,0.519,178125,0.849,1,0.00468,3,0.291,-4.863,0,0.045,127.927,4,0.283
Waiting for the Summer,0.296,0.644,222545,0.546,1,0.147,9,0.105,-10.648,0,0.0363,109.972,4,0.133
God Was Never on Your Side,0.162,0.293,261187,0.887,0,0.00065,3,0.103,-4.629,0,0.0876,175.922,4,0.183
Tear It Down - NEW_ID Remix,0.0217,0.569,380204,0.777,1,0.0374,6,0.101,-3.531,1,0.261,128.002,4,0.519
Groove Sauce,0.00387,0.855,240000,0.74,1,0.126,10,0.438,-8.057,0,0.184,124.02,4,0.752
Sorry I Am Late - Summer 2016 Version,0.0727,0.898,224232,0.431,1,0.647,6,0.122,-12.596,1,0.0575,122.043,4,0.405
Hymn of Reflection,0.00614,0.408,296406,0.885,1,0.0473,5,0.0874,-3.481,0,0.0405,100.097,4,0.37
Drifting (feat. Ruben Haze),0.00963,0.576,299540,0.859,1,0.0988,11,0.175,-5.37,0,0.0341,125.011,4,0.304
Uciekam,0.00254,0.538,221000,0.894,1,0.00956,9,0.116,-7.296,0,0.0365,106.974,4,0.337
Hoovela,0.00119,0.324,207121,0.979,0,0.835,4,0.347,-4.17,0,0.0987,103.532,1,0.232
Carte Blanche,0.0153,0.677,264453,0.695,1,0.0198,1,0.188,-9.825,1,0.0351,125.969,4,0.478
Body Sun - Claptone Remix,0.0262,0.795,395939,0.758,1,0.655,9,0.0413,-8.583,0,0.0443,121.995,4,0.148
Everything Is a Circle,0.0427,0.628,214000,0.818,1,0.932,9,0.0965,-8.026,0,0.0544,119.941,4,0.138
Where the Wild Wolves Have Gone,0.0243,0.442,253760,0.689,0,0.00106,5,0.108,-5.118,0,0.0336,135.873,4,0.233
Another Life - DubVision Remix,0.0129,0.615,191811,0.878,1,3.67e-06,5,0.589,-4.759,1,0.069,126.976,4,0.536
K.M.O.N.,0.2,0.638,347461,0.753,1,0.0645,6,0.109,-11.669,0,0.042,114.005,4,0.155
Acordeão,0.0457,0.552,131204,0.887,1,0.0207,1,0.0903,-3.812,1,0.147,125.229,4,0.783
Um That,0.186,0.621,269500,0.956,1,0.91,6,0.42,-3.066,0,0.0479,126.006,4,0.627
Cloe,0.939,0.483,321952,0.186,0,0.873,7,0.115,-21.824,0,0.0409,150.87,4,0.498
I Still Haven't Found What I'm Looking For - Remastered 2007,0.0139,0.565,277480,0.764,0,0.00488,1,0.079,-9.43,1,0.0351,100.891,4,0.686
Spokój,0.0176,0.734,213253,0.695,1,5.65e-05,2,0.0693,-5.576,0,0.0362,125.029,4,0.379
Weightless,0.53,0.352,203478,0.415,1,0.232,3,0.2,-11.585,0,0.0315,137.879,4,0.21
Seoul,0.0211,0.704,311450,0.83,1,0.91,6,0.113,-9.386,0,0.0488,131.007,4,0.509
E Samba 2018 - Original Mix,0.00227,0.79,394533,0.663,1,0.89,5,0.0511,-6.791,1,0.0515,124.995,4,0.367
Trip to Ireland,0.198,0.753,243900,0.991,0,0.761,9,0.115,-1.599,1,0.107,99.999,4,0.448
Pure Grinding,0.0774,0.71,171960,0.754,0,6.44e-06,2,0.105,-3.427,1,0.0552,104.019,4,0.324
Bora - Radio Edit,0.002,0.482,186601,0.942,1,0.508,0,0.283,-4.386,1,0.0369,127.979,4,0.0958
Drogi Mój Teściu - Didżej Andrzej Remix,0.000171,0.813,221504,0.78,0,0.682,1,0.349,-7.05,0,0.0477,132.991,4,0.86
My Groove Your Move - Rudy Van Gelder Edition,0.78,0.585,367400,0.375,0,0.00365,2,0.0806,-12.171,0,0.0504,72.59,4,0.665
Incoming,0.022,0.535,332203,0.971,0,0.156,11,0.282,-3.323,0,0.0544,88.512,4,0.4
Nowe Szklane Domy,0.0227,0.767,172075,0.763,1,5.2e-05,1,0.0759,-5.68,0,0.166,159.053,4,0.524
You Be Love (feat. Billy Raffoul),0.035,0.82,207546,0.465,1,0.0087,4,0.0826,-7.6,0,0.0414,125.001,4,0.504
1001,0.00219,0.805,441383,0.809,1,0.867,7,0.0719,-10.342,0,0.0579,123.007,4,0.199
Roma,0.0452,0.763,177949,0.898,0,0.0,4,0.0604,-4.501,0,0.22,134.96,4,0.921
Dawn,0.0174,0.529,332187,0.661,1,0.808,3,0.0665,-7.099,0,0.0312,127.991,4,0.13
Remedy,0.124,0.607,178789,0.705,0,0.000239,11,0.109,-7.25,0,0.0504,120.986,4,0.167
To Blossom Blue,0.0672,0.621,495267,0.429,0,0.0467,7,0.0887,-10.082,1,0.0302,119.53,3,0.148
Return to Serenity,0.234,0.294,390800,0.613,0,0.000498,1,0.139,-10.527,1,0.0374,112.767,3,0.231
CENTRALNY,0.335,0.672,161280,0.758,1,0.0062,4,0.126,-12.919,0,0.233,125.014,4,0.521
Since I Had You,0.242,0.746,203547,0.521,0,2.73e-06,11,0.074,-6.963,0,0.211,81.898,4,0.487
Do Szturmu,0.561,0.584,203120,0.563,1,0.00172,7,0.138,-8.369,0,0.0423,135.413,4,0.634
Comin' Home Baby,0.752,0.651,519600,0.143,0,0.421,5,0.138,-22.617,1,0.0531,78.792,4,0.601
Itsa Trumpet Thing,0.00895,0.669,219038,0.997,1,0.819,1,0.709,-3.156,1,0.0642,126.015,4,0.0633
Radio Ga Ga - Remastered 2011,0.183,0.744,348227,0.502,0,0.000228,5,0.189,-7.719,1,0.0359,112.344,4,0.66
Sunset Jesus,0.0289,0.617,264733,0.802,1,0.0,7,0.131,-3.6,1,0.0601,104.973,4,0.74
Fluorescent Adolescent,0.00193,0.651,179533,0.823,1,5.77e-05,1,0.172,-5.148,0,0.0282,112.148,4,0.817
Hope There's Someone,0.0131,0.403,381280,0.718,1,0.00447,6,0.0801,-7.231,0,0.0449,125.017,4,0.0817
Checker Wrecker,0.0394,0.649,350972,0.874,0,0.552,5,0.0936,-6.93,1,0.0793,169.905,4,0.776
Zachody,0.163,0.656,242974,0.509,1,0.00501,7,0.122,-7.937,1,0.0276,139.984,4,0.223
Built For Comfort,0.000455,0.333,264280,0.88,0,0.135,0,0.33,-3.08,1,0.0963,162.838,4,0.49
Przyjdź w taką noc,0.0287,0.638,132908,0.716,1,0.0,5,0.0953,-6.587,0,0.0472,132.676,4,0.75
Triumph,0.627,0.663,183213,0.879,1,0.553,4,0.111,-8.193,1,0.176,140.005,4,0.0632
Horny - Radio Slave and Thomas Gandy Just 17 Mix,7.72e-05,0.805,475092,0.764,1,0.328,8,0.0603,-9.804,0,0.0516,123.985,4,0.617
You’re Not Alone,0.000298,0.699,169041,0.742,1,0.414,8,0.395,-5.504,0,0.0353,108.012,4,0.42
Freedom,0.127,0.715,198635,0.635,0,0.0,7,0.0862,-6.591,1,0.0791,112.887,4,0.39
Weight,0.632,0.344,245159,0.241,1,0.0,11,0.114,-9.233,0,0.0318,115.769,3,0.103
Remember (feat. The Presets),0.0275,0.385,334267,0.912,1,0.386,3,0.128,-4.494,1,0.0458,126.483,4,0.291
Touch Me,0.00115,0.703,186173,0.554,1,0.00723,5,0.0677,-4.986,0,0.0629,109.979,4,0.833
Nie zapomnę,2.84e-05,0.632,228937,0.81,0,0.0558,7,0.0981,-7.729,1,0.0312,141.046,4,0.845
Walls,0.00262,0.649,316587,0.705,1,0.692,8,0.393,-9.993,1,0.0369,123.021,4,0.175
Wybory,0.107,0.657,272524,0.739,1,0.0,5,0.0883,-8.509,0,0.316,110.027,4,0.406
Run For Your Life (feat. Natalola),0.0225,0.61,200318,0.726,0,0.0,8,0.184,-6.833,0,0.0483,104.087,4,0.644
Devotion,0.0277,0.591,175984,0.913,1,0.0,4,0.24,-3.443,0,0.0479,126.997,4,0.66
GIRL,0.00544,0.572,192052,0.896,0,4.52e-06,1,0.123,-3.566,1,0.0714,104.976,4,0.295
Nag Champa,0.146,0.459,224213,0.505,1,4.15e-05,5,0.0859,-8.606,1,0.113,89.106,4,0.0698
Don't Let Him Fool Ya,0.0537,0.918,274667,0.584,0,0.00142,1,0.306,-8.37,1,0.0735,123.218,4,0.83
My Apocalypse,0.00719,0.449,226802,0.689,0,0.0705,6,0.087,-7.532,0,0.0317,93.452,4,0.567
Moog - Radio Edit,0.155,0.617,236160,0.837,1,0.922,4,0.0874,-8.195,0,0.0433,124.996,4,0.401
Jupiter,0.0477,0.694,231802,0.849,1,0.751,10,0.0959,-7.174,0,0.0604,126.063,4,0.491
Heartbeats,0.000286,0.648,276062,0.979,1,0.401,0,0.295,-4.489,1,0.0615,126.977,4,0.564
squo,0.354,0.869,134769,0.467,0,0.0,9,0.235,-11.073,1,0.34,130.021,4,0.628
Warszawa,0.00218,0.586,470642,0.526,1,0.848,8,0.452,-13.064,1,0.0369,130.004,4,0.051
It Ain't Necessarily So,0.946,0.478,280481,0.238,0,0.904,4,0.0978,-17.115,0,0.0318,126.188,3,0.178
Blinding Lights,0.00146,0.514,200040,0.73,0,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334
Lato,0.13,0.848,188313,0.874,0,0.0,6,0.0896,-6.995,0,0.106,143.995,4,0.966
Ty i Twój stary,0.19,0.729,232836,0.685,1,0.0,9,0.368,-4.847,1,0.0367,134.05,4,0.832
Together,0.0132,0.521,205208,0.877,0,0.0806,7,0.0929,-5.444,1,0.0683,180.007,4,0.199
When The Smoke Is Going Down,0.0165,0.44,230227,0.418,0,0.0135,2,0.0791,-11.618,0,0.0259,97.786,4,0.312
California,0.86,0.464,230627,0.451,1,0.00389,8,0.11,-8.818,0,0.0799,119.906,4,0.586
Labour,0.49,0.737,204865,0.477,1,5.96e-05,0,0.332,-9.241,0,0.0338,119.995,4,0.37
Shroom Room - Iorie Pathfinder Remix,0.00671,0.742,471780,0.74,1,0.145,8,0.0788,-8.471,1,0.0438,108.001,4,0.0876
Meteora,0.0114,0.775,422042,0.888,1,0.934,4,0.0696,-10.796,0,0.0482,123.997,4,0.0455
Booty,0.0947,0.659,140925,0.587,0,5.91e-06,0,0.112,-7.569,1,0.056,99.932,4,0.546
The Damned,0.0417,0.479,279086,0.939,0,3.66e-06,11,0.323,-3.826,0,0.059,93.047,4,0.547
Higher,0.00044,0.659,275077,0.514,0,0.858,8,0.112,-9.169,0,0.0444,136.028,4,0.0391
Stay Out,0.000259,0.581,188000,0.847,0,0.00897,7,0.0875,-5.48,0,0.0638,120.07,4,0.394
Need U (100%),0.821,0.468,129253,0.391,1,0.0281,9,0.146,-10.445,0,0.0288,84.862,4,0.479
Nie Mamy Czasu,0.0479,0.661,239493,0.608,0,6.28e-06,2,0.0711,-7.792,1,0.0282,95.031,4,0.659
Marek,0.858,0.698,268427,0.254,1,0.000523,6,0.108,-11.218,1,0.0315,117.97,3,0.221
"Słodziutka, słodziuteńka",0.0404,0.663,190759,0.973,0,0.0205,0,0.0728,-4.589,0,0.0673,167.996,4,0.9
Riverbank - Mingue Acoustic Version,0.956,0.429,252122,0.313,1,1.55e-06,0,0.0817,-9.16,0,0.0374,102.13,4,0.285
Love Is Love,0.011,0.619,202109,0.828,1,0.0063,1,0.164,-5.934,1,0.362,115.01,4,0.308
Purge,0.16,0.744,433218,0.593,0,0.888,11,0.0616,-11.791,1,0.0466,125.996,4,0.0694
Fixed On You,0.0856,0.673,189319,0.85,1,2.14e-05,7,0.112,-4.998,0,0.115,117.986,4,0.274
Choke,0.000682,0.503,227440,0.981,0,9.06e-05,1,0.194,-5.701,1,0.0936,124.91,4,0.34
Ensemble,0.201,0.743,354269,0.665,0,0.908,10,0.112,-11.259,0,0.0619,135.995,4,0.0575
Welcome,0.00216,0.689,185095,0.962,1,0.411,1,0.123,-6.555,0,0.136,117.988,4,0.0422
Warsaw Local Boy,0.0354,0.75,129103,0.985,1,0.0,7,0.0627,-3.46,1,0.175,145.047,4,0.694
Run,0.0215,0.593,199804,0.74,0,0.0,9,0.0686,-5.508,1,0.0309,99.997,4,0.426
You Keep Me Hangin On,0.0806,0.686,255220,0.682,0,0.000155,7,0.14,-12.154,0,0.033,123.44,4,0.708
